# RA DEC XI ETA F475W F814W V VERR
11.08 41.612 0.296 0.344 22.468 22.346 -112.815 8.737 
11.106 41.619 0.316 0.35 20.867 20.435 -67.493 9.828 
11.122 41.621 0.328 0.352 21.601 21.691 46.722 16.072 
11.137 41.622 0.34 0.354 20.918 20.677 -6.738 14.372 
11.066 41.644 0.286 0.376 21.796 21.598 22.581 16.504 
11.121 41.645 0.327 0.377 21.351 20.526 -469.293 18.256 
11.109 41.647 0.318 0.378 22.742 22.473 -85.175 14.43 
11.116 41.655 0.324 0.386 22.165 21.589 -26.185 13.226 
11.102 41.656 0.313 0.388 22.504 22.427 7.002 22.862 
11.097 41.674 0.309 0.405 21.53 21.32 -101.027 14.512 
11.386 41.805 0.525 0.538 20.835 20.096 -71.305 8.0 
11.4 41.806 0.536 0.539 21.813 21.1 -128.393 10.358 
11.401 41.814 0.536 0.547 18.402 16.709 -59.309 -299800.0 
11.361 41.817 0.507 0.55 20.624 19.679 -91.827 8.458 
11.394 41.819 0.532 0.552 20.963 20.285 -32.078 8.432 
11.401 41.821 0.536 0.554 19.633 18.83 -89.507 1.898 
11.348 41.823 0.497 0.556 22.114 21.215 -46.124 -299800.0 
11.354 41.825 0.501 0.558 18.833 18.942 -88.04 7.274 
11.356 41.829 0.503 0.561 21.844 21.439 -20.799 13.273 
11.385 41.831 0.524 0.564 19.861 19.768 -80.905 14.629 
11.314 41.833 0.471 0.566 20.645 20.535 -86.362 -299800.0 
11.308 41.834 0.467 0.566 21.622 20.929 -80.663 16.918 
11.456 41.835 0.578 0.568 21.199 21.176 -51.157 15.698 
11.205 41.835 0.39 0.567 21.643 20.235 -100.35 6.132 
11.303 41.837 0.463 0.569 21.624 20.56 -76.424 11.074 
11.455 41.837 0.577 0.57 21.739 21.777 -142.488 8.831 
11.409 41.838 0.543 0.571 22.965 22.224 1.297 18.307 
11.426 41.839 0.555 0.572 21.42 21.027 -75.47 20.208 
11.355 41.844 0.502 0.577 21.694 21.434 -112.901 -299800.0 
11.385 41.844 0.524 0.577 22.688 21.097 -74.643 19.635 
11.346 41.845 0.495 0.577 20.176 19.94 -45.012 9.763 
11.236 41.847 0.413 0.579 22.35 21.49 -68.626 6.986 
11.345 41.848 0.495 0.58 20.247 20.208 -180.444 18.464 
11.166 41.849 0.36 0.581 21.062 19.906 -88.426 4.544 
11.349 41.849 0.497 0.582 19.915 19.462 -53.445 2.554 
11.45 41.851 0.573 0.584 21.643 20.459 -59.538 6.155 
11.281 41.851 0.446 0.583 21.787 21.75 -90.964 27.428 
11.245 41.853 0.42 0.585 21.649 20.524 -87.665 6.827 
11.359 41.854 0.505 0.587 20.75 19.955 -70.703 3.988 
11.444 41.856 0.568 0.59 19.929 19.479 -62.417 5.56 
11.272 41.858 0.44 0.59 21.534 21.273 -112.922 -299800.0 
11.245 41.858 0.419 0.59 19.408 18.871 -55.732 5.815 
11.436 41.858 0.563 0.592 20.825 19.959 -79.056 4.293 
11.188 41.859 0.377 0.591 20.644 20.719 -110.575 -299800.0 
11.227 41.859 0.406 0.591 21.445 20.145 -189.902 12.703 
11.438 41.86 0.564 0.593 19.947 19.126 -87.74 2.268 
11.425 41.86 0.554 0.593 21.305 21.189 -21.735 13.902 
11.455 41.865 0.577 0.598 21.322 20.521 -347.037 6.965 
11.276 41.865 0.442 0.598 20.187 20.249 -84.186 11.923 
11.25 41.866 0.423 0.598 21.956 20.393 -80.157 10.565 
11.153 41.866 0.351 0.598 20.647 19.722 -4.728 15.248 
11.434 41.869 0.561 0.602 20.849 20.352 -58.345 2.11 
11.22 41.872 0.401 0.603 19.409 18.899 -23.235 12.128 
11.134 41.872 0.337 0.603 22.096 21.307 -112.976 -299800.0 
11.268 41.872 0.437 0.604 18.38 17.741 10.419 3.176 
11.453 41.872 0.576 0.605 18.716 18.447 -18.936 3.009 
11.21 41.872 0.393 0.604 21.451 21.389 49.013 23.435 
11.391 41.873 0.528 0.606 20.224 19.13 -90.382 3.251 
11.211 41.874 0.394 0.606 19.523 18.117 -78.508 1.056 
11.15 41.874 0.349 0.606 19.701 19.113 -124.954 4.489 
11.409 41.875 0.543 0.608 21.031 20.938 -70.505 10.047 
11.358 41.875 0.504 0.608 21.37 19.697 -58.103 2.618 
11.124 41.875 0.329 0.607 21.392 20.908 -134.202 -299800.0 
11.422 41.876 0.552 0.609 21.807 20.854 -125.52 22.744 
11.314 41.877 0.471 0.609 20.755 19.785 -39.677 3.047 
11.174 41.877 0.366 0.608 21.612 21.288 -109.774 14.583 
11.141 41.878 0.342 0.61 20.365 19.924 -139.217 10.251 
11.218 41.879 0.399 0.611 21.463 20.97 -157.917 13.434 
11.224 41.88 0.404 0.612 21.298 21.137 -95.444 13.285 
11.143 41.881 0.343 0.613 19.845 18.843 -154.977 2.062 
11.305 41.882 0.464 0.615 21.815 21.665 -41.02 25.224 
11.159 41.883 0.355 0.615 19.688 19.216 -115.73 3.037 
11.159 41.883 0.355 0.615 19.688 19.216 -129.346 2.475 
11.164 41.885 0.359 0.617 21.357 20.72 -215.049 28.075 
11.234 41.885 0.411 0.617 20.302 19.818 -60.595 17.408 
11.221 41.887 0.401 0.619 21.966 20.686 -42.121 9.616 
11.124 41.888 0.329 0.619 23.09 22.964 22.478 24.023 
11.152 41.888 0.35 0.62 22.282 22.073 -126.971 8.684 
11.237 41.89 0.413 0.622 22.417 22.151 33.578 13.652 
11.332 41.891 0.485 0.624 21.681 21.51 -176.853 17.756 
11.258 41.892 0.429 0.625 21.39 20.75 -18.484 13.146 
11.113 41.893 0.321 0.625 21.091 20.545 -181.129 13.259 
11.113 41.893 0.321 0.625 21.091 20.545 -174.482 10.568 
11.278 41.894 0.444 0.626 21.649 20.498 -22.122 12.271 
11.148 41.894 0.347 0.625 19.082 18.72 -59.426 -299800.0 
11.261 41.894 0.432 0.626 21.804 20.251 -105.668 12.376 
11.189 41.895 0.377 0.627 21.758 21.096 10.53 13.302 
11.265 41.896 0.434 0.628 21.31 21.228 -63.816 25.391 
11.24 41.896 0.415 0.628 20.752 20.183 -46.474 -299800.0 
11.245 41.896 0.419 0.628 21.581 21.461 -64.627 35.264 
11.27 41.9 0.438 0.632 21.094 20.49 -63.385 8.153 
11.151 41.9 0.349 0.632 22.442 21.531 -111.818 12.818 
11.205 41.902 0.39 0.634 21.443 20.434 -453.141 17.175 
11.116 41.912 0.323 0.644 22.268 22.307 -256.197 15.733 
11.112 41.912 0.32 0.644 20.62 19.558 -136.347 6.389 
11.112 41.912 0.32 0.644 20.62 19.558 -136.347 6.567 
11.106 41.913 0.315 0.644 22.706 22.514 -152.968 25.52 
11.106 41.913 0.315 0.644 22.706 22.514 -74.45 40.07 
11.124 41.916 0.329 0.647 21.058 21.231 -36.003 25.391 
11.132 41.916 0.335 0.647 22.253 21.176 -95.061 35.063 
11.132 41.916 0.334 0.647 22.253 21.176 -18.361 15.866 
11.121 41.92 0.326 0.651 21.83 21.691 -106.072 26.461 
11.121 41.92 0.326 0.651 21.83 21.691 -169.848 20.628 
11.141 41.882 0.341 0.614 23.697 22.123 -160.981 70.108 
11.188 41.865 0.376 0.597 20.602 20.518 -56.877 24.843 
11.188 41.865 0.376 0.597 20.602 20.518 -116.221 -299800.0 
11.516 41.862 0.623 0.595 21.872 21.133 -131.408 8.027 
11.53 41.87 0.633 0.603 20.431 20.498 -144.501 10.972 
11.449 41.871 0.572 0.605 20.363 19.373 -56.29 1.842 
11.438 41.874 0.564 0.608 21.306 20.911 -96.607 6.91 
11.534 41.876 0.636 0.61 20.84 19.622 -92.088 2.747 
11.533 41.877 0.635 0.611 22.188 22.267 -92.023 -299800.0 
11.423 41.878 0.553 0.612 20.346 19.607 -26.173 14.789 
11.482 41.88 0.597 0.614 22.445 22.47 -131.937 -299800.0 
11.448 41.882 0.572 0.615 21.491 21.178 -65.582 -299800.0 
11.548 41.885 0.646 0.619 22.95 22.025 -8.507 22.729 
11.533 41.889 0.635 0.623 21.987 21.157 -25.184 33.371 
11.506 41.89 0.615 0.623 20.765 20.882 -83.704 -299800.0 
11.235 41.89 0.412 0.622 21.226 20.582 -79.754 13.913 
11.532 41.89 0.634 0.624 20.557 20.125 -85.369 19.091 
11.397 41.891 0.533 0.624 22.34 22.208 -42.69 13.945 
11.258 41.892 0.429 0.625 21.39 20.75 -69.381 -299800.0 
11.265 41.896 0.434 0.628 21.31 21.228 -88.612 28.253 
11.24 41.896 0.415 0.628 20.752 20.183 -50.839 5.239 
11.401 41.896 0.536 0.629 21.791 20.853 -75.942 15.235 
11.407 41.896 0.541 0.629 21.263 20.83 -100.547 27.444 
11.424 41.898 0.553 0.631 19.188 18.837 -59.495 1.194 
11.341 41.898 0.491 0.631 22.057 21.527 -80.252 -299800.0 
11.325 41.899 0.479 0.632 22.437 21.418 -47.017 29.698 
11.506 41.899 0.614 0.633 20.924 20.854 -147.42 43.781 
11.223 41.899 0.403 0.631 21.586 20.493 -81.741 6.519 
11.406 41.899 0.54 0.632 21.747 20.896 -55.892 -299800.0 
11.359 41.9 0.505 0.633 22.019 21.178 -68.971 14.272 
11.448 41.901 0.572 0.634 21.176 20.059 -60.559 -299800.0 
11.499 41.901 0.609 0.635 22.188 20.786 -10.453 5.992 
11.35 41.903 0.498 0.636 21.653 20.585 -151.206 6.441 
11.364 41.904 0.509 0.637 21.443 21.13 -68.95 11.182 
11.291 41.905 0.454 0.637 20.299 19.251 -63.347 5.524 
11.384 41.906 0.524 0.638 22.222 21.6 -97.504 13.974 
11.244 41.906 0.418 0.638 20.268 19.465 -22.371 8.274 
11.346 41.907 0.495 0.639 21.297 20.406 -5.877 9.546 
11.256 41.908 0.427 0.64 21.253 20.06 -67.576 8.938 
11.544 41.908 0.643 0.642 22.405 22.47 -96.603 13.457 
11.376 41.911 0.517 0.644 22.228 22.157 -47.342 10.932 
11.436 41.912 0.562 0.645 21.405 19.743 -47.482 4.122 
11.488 41.914 0.601 0.647 22.267 21.84 -38.296 17.284 
11.383 41.917 0.522 0.65 20.187 20.451 -75.878 6.825 
11.533 41.918 0.635 0.652 22.672 21.485 -101.306 17.068 
11.421 41.92 0.551 0.653 21.263 21.127 -12.188 10.852 
11.332 41.92 0.484 0.653 20.37 19.957 -65.566 -299800.0 
11.498 41.922 0.608 0.656 21.19 20.48 -6.589 6.581 
11.416 41.922 0.548 0.655 21.176 20.792 -25.579 23.582 
11.443 41.924 0.568 0.657 19.676 19.568 -178.026 8.889 
11.204 41.924 0.389 0.656 22.214 21.73 -81.764 13.758 
11.46 41.925 0.58 0.658 21.344 21.345 -280.99 26.144 
11.218 41.925 0.4 0.657 21.481 20.798 -111.225 25.264 
11.221 41.926 0.402 0.658 20.979 20.395 -77.343 -299800.0 
11.476 41.926 0.592 0.659 22.124 22.021 -46.108 11.661 
11.233 41.927 0.41 0.659 21.283 20.375 -79.627 5.308 
11.5 41.927 0.61 0.661 21.432 20.406 -54.927 6.719 
11.522 41.927 0.626 0.661 21.604 21.461 -80.23 10.737 
11.24 41.927 0.416 0.659 20.333 19.795 -140.755 12.098 
11.372 41.928 0.514 0.661 21.7 20.274 -38.228 37.784 
11.441 41.928 0.566 0.662 22.153 20.836 17.264 9.624 
11.23 41.932 0.408 0.664 20.39 19.893 -108.236 15.286 
11.428 41.932 0.556 0.665 21.393 21.314 -17.676 20.314 
11.236 41.932 0.413 0.664 22.849 22.703 -52.535 13.988 
11.404 41.933 0.539 0.666 21.548 20.649 -11.77 16.15 
11.425 41.934 0.554 0.667 17.26 16.967 -44.035 0.861 
11.383 41.935 0.523 0.668 22.342 20.963 -51.733 36.212 
11.292 41.935 0.454 0.667 22.207 21.719 -112.563 -299800.0 
11.253 41.935 0.426 0.667 21.632 21.563 -13.463 -299800.0 
11.448 41.936 0.571 0.669 22.228 20.753 -22.204 6.497 
11.2 41.936 0.386 0.668 21.236 20.354 -69.737 6.069 
11.203 41.937 0.388 0.668 21.169 20.389 -137.819 18.862 
11.328 41.938 0.481 0.671 22.0 21.028 -84.203 -299800.0 
11.394 41.938 0.531 0.671 21.285 20.241 -138.324 12.995 
11.248 41.938 0.422 0.67 22.446 20.949 -72.883 6.857 
11.315 41.943 0.472 0.675 21.864 21.841 -92.302 18.886 
11.291 41.943 0.453 0.676 22.278 22.131 -53.158 13.177 
11.298 41.943 0.459 0.676 22.896 21.45 -113.662 14.762 
11.358 41.947 0.504 0.68 22.152 21.757 -40.859 32.312 
11.259 41.947 0.43 0.679 21.247 21.1 -89.229 19.022 
11.372 41.948 0.514 0.681 21.947 20.909 -67.89 13.699 
11.344 41.95 0.494 0.683 18.775 18.061 -82.534 1.924 
11.305 41.951 0.464 0.684 19.462 18.831 -27.689 1.73 
11.328 41.952 0.482 0.685 21.031 20.991 -5.218 18.108 
11.244 41.955 0.418 0.687 21.474 21.543 -184.782 24.984 
11.3 41.957 0.46 0.689 20.216 20.168 -13.18 10.296 
11.292 41.957 0.455 0.69 21.749 21.458 -121.275 28.88 
11.261 41.962 0.431 0.694 21.109 20.91 -75.415 7.148 
11.234 41.893 0.411 0.625 21.518 20.899 -55.309 12.375 
11.391 41.939 0.528 0.672 21.78 21.453 -10.27 15.366 
11.518 41.946 0.624 0.68 21.469 20.679 -24.539 7.701 
11.507 41.948 0.615 0.682 21.767 20.256 -49.345 4.435 
11.451 41.95 0.574 0.684 21.864 20.235 -82.87 3.736 
11.476 41.951 0.592 0.684 21.003 20.873 -70.656 9.482 
11.444 41.954 0.568 0.687 21.981 21.969 -92.295 15.933 
11.471 41.96 0.588 0.693 21.59 20.939 -145.066 18.812 
11.444 41.96 0.568 0.693 20.719 20.19 -45.145 19.838 
11.299 41.961 0.46 0.693 22.257 22.174 -35.484 23.685 
11.426 41.962 0.554 0.695 22.632 21.036 -80.215 11.545 
11.417 41.965 0.548 0.698 19.286 19.04 -13.851 6.005 
11.518 41.966 0.624 0.699 22.112 20.671 -67.353 4.74 
11.451 41.969 0.574 0.702 22.746 21.134 -76.471 8.498 
11.257 41.97 0.428 0.702 20.681 19.651 -0.235 6.925 
11.397 41.97 0.533 0.703 20.291 19.753 -43.038 12.058 
11.479 41.971 0.594 0.704 21.88 21.433 -154.354 13.92 
11.508 41.972 0.616 0.705 21.352 20.149 -111.011 7.187 
11.433 41.972 0.56 0.705 20.684 19.982 -28.194 -299800.0 
11.534 41.972 0.635 0.706 20.406 20.339 -7.967 9.22 
11.534 41.972 0.635 0.706 20.406 20.339 -81.875 12.552 
11.475 41.973 0.591 0.706 21.096 19.729 -93.635 16.311 
11.566 41.973 0.659 0.707 21.783 21.358 -64.834 14.39 
11.548 41.974 0.646 0.708 22.143 22.16 22.863 22.652 
11.368 41.975 0.511 0.708 22.858 22.202 -111.53 11.562 
11.384 41.975 0.523 0.708 21.58 21.29 -106.275 8.979 
11.403 41.976 0.537 0.709 20.912 20.368 -52.113 9.75 
11.385 41.976 0.524 0.709 22.152 21.84 -62.519 13.029 
11.385 41.976 0.524 0.709 22.152 21.84 -67.13 10.78 
11.261 41.976 0.431 0.708 21.986 22.008 -105.038 22.077 
11.413 41.977 0.545 0.71 19.582 18.547 -51.02 3.157 
11.4 41.978 0.535 0.711 21.484 21.278 -149.199 22.511 
11.472 41.979 0.589 0.712 20.902 20.821 -12.294 6.288 
11.366 41.98 0.51 0.713 20.787 20.599 -95.393 15.499 
11.432 41.982 0.559 0.715 21.279 20.597 -105.14 6.215 
11.368 41.982 0.511 0.715 21.59 20.933 -63.776 14.37 
11.383 41.983 0.522 0.716 22.073 21.148 -63.396 12.885 
11.371 41.984 0.514 0.716 22.069 21.476 -40.651 12.185 
11.425 41.984 0.554 0.718 21.37 21.356 25.951 -299800.0 
11.434 41.985 0.561 0.718 21.391 21.017 -70.4 11.165 
11.265 41.985 0.434 0.717 20.549 20.479 -33.379 10.918 
11.365 41.986 0.509 0.719 20.482 20.348 -69.947 15.757 
11.412 41.987 0.544 0.72 22.133 22.09 -83.601 -299800.0 
11.38 41.99 0.52 0.723 22.297 21.83 -14.148 17.979 
11.578 41.99 0.668 0.724 22.193 21.961 -65.758 21.516 
11.363 41.99 0.507 0.723 20.354 19.977 -21.784 11.1 
11.362 41.99 0.506 0.723 20.553 20.622 -78.633 9.066 
11.378 41.991 0.519 0.724 19.772 19.351 -75.66 6.836 
11.365 41.992 0.509 0.724 21.344 21.359 -254.944 10.779 
11.257 41.992 0.428 0.724 21.735 20.77 -81.827 -299800.0 
11.422 41.992 0.551 0.725 21.983 21.455 -127.64 13.848 
11.459 41.995 0.579 0.728 21.208 20.283 -59.759 8.898 
11.375 41.995 0.517 0.728 21.586 20.445 -116.166 20.939 
11.251 41.997 0.424 0.729 21.45 20.415 -14.263 5.407 
11.229 41.997 0.407 0.729 22.416 21.119 -61.088 9.811 
11.444 42.0 0.568 0.733 22.301 22.233 -32.913 37.521 
11.571 42.001 0.663 0.735 22.022 21.326 -101.856 13.709 
11.386 42.002 0.524 0.735 20.294 19.691 -23.258 -299800.0 
11.25 42.003 0.423 0.735 21.494 21.264 -90.959 -299800.0 
11.254 42.005 0.426 0.737 21.591 20.277 -87.883 5.484 
11.567 42.005 0.66 0.739 20.49 19.878 -109.006 6.66 
11.567 42.005 0.66 0.739 20.49 19.878 -70.979 5.781 
11.289 42.006 0.452 0.738 21.567 21.584 -143.204 18.335 
11.326 42.007 0.479 0.74 21.805 21.729 -78.596 10.766 
11.309 42.01 0.467 0.742 22.573 21.337 54.627 -299800.0 
11.236 42.013 0.413 0.745 22.482 22.302 -54.283 25.565 
11.22 42.015 0.4 0.747 22.515 21.85 -57.927 14.45 
11.243 42.016 0.418 0.748 22.018 20.712 -123.786 6.807 
11.356 42.017 0.502 0.75 21.258 20.379 -25.877 5.272 
11.382 42.017 0.522 0.75 19.676 18.981 -16.2 2.012 
11.345 42.017 0.494 0.75 21.745 20.455 -57.67 4.854 
11.393 42.02 0.53 0.753 21.651 21.731 -50.637 19.693 
11.24 42.02 0.415 0.752 20.555 19.948 -111.493 5.84 
11.229 42.02 0.407 0.752 20.385 19.954 -127.508 6.069 
11.25 42.021 0.422 0.753 22.592 22.526 -144.888 12.209 
11.439 42.023 0.564 0.756 21.487 20.29 -46.326 14.777 
11.352 42.028 0.499 0.76 21.074 20.236 -14.423 -299800.0 
11.334 42.028 0.486 0.761 20.827 20.366 -38.588 6.469 
11.279 42.032 0.445 0.764 21.689 20.541 -40.966 5.226 
11.224 42.036 0.403 0.768 22.723 22.699 -76.965 50.243 
11.227 42.038 0.405 0.77 21.402 20.565 -105.474 7.529 
11.231 42.041 0.408 0.773 21.446 21.442 56.936 16.613 
11.23 42.045 0.408 0.777 20.545 20.286 -154.775 11.543 
11.328 42.031 0.481 0.763 22.073 20.574 8.593 4.324 
11.854 42.14 0.874 0.877 20.617 20.271 -63.494 5.992 
11.849 42.158 0.87 0.895 22.465 22.329 -141.978 13.076 
11.817 42.161 0.846 0.897 20.542 20.475 -64.792 8.68 
11.796 42.163 0.83 0.9 22.175 21.036 -82.347 -299800.0 
11.824 42.165 0.851 0.901 22.638 22.324 -21.556 7.386 
11.893 42.167 0.903 0.904 21.219 21.05 -106.348 2.935 
11.649 42.168 0.721 0.903 20.762 20.637 -83.064 -299800.0 
11.664 42.179 0.731 0.914 22.138 21.668 -58.275 51.258 
11.711 42.179 0.767 0.915 22.162 21.895 -72.195 -299800.0 
11.676 42.18 0.74 0.915 20.275 19.938 9.141 -299800.0 
11.862 42.181 0.879 0.917 21.157 20.596 -1.392 12.863 
11.597 42.184 0.682 0.919 22.135 21.117 -39.205 9.99 
11.699 42.185 0.758 0.92 21.924 21.733 -166.001 24.611 
11.679 42.186 0.743 0.921 21.104 20.94 -81.921 3.411 
11.708 42.188 0.764 0.923 20.824 20.562 -98.35 3.644 
11.876 42.188 0.89 0.925 22.01 20.883 -76.885 -299800.0 
11.607 42.188 0.689 0.923 20.862 20.261 -23.673 4.307 
11.76 42.189 0.803 0.925 21.906 20.918 -63.791 13.592 
11.65 42.19 0.721 0.925 21.798 21.529 -41.07 18.858 
11.748 42.19 0.794 0.926 20.812 20.645 -125.73 7.926 
11.872 42.191 0.887 0.928 21.088 20.711 -76.529 4.841 
11.648 42.191 0.719 0.926 20.051 19.776 7.434 7.02 
11.792 42.191 0.827 0.927 21.01 20.811 -110.705 10.225 
11.681 42.191 0.744 0.926 18.993 18.207 8.143 3.378 
11.636 42.192 0.711 0.926 21.725 20.911 1.015 26.878 
11.829 42.192 0.855 0.929 22.656 21.07 -86.854 -299800.0 
11.644 42.193 0.716 0.928 20.944 20.788 -38.367 7.145 
11.942 42.193 0.939 0.931 22.384 21.368 -87.387 11.056 
11.672 42.194 0.738 0.929 17.743 17.045 10.338 0.471 
11.587 42.194 0.674 0.929 22.807 22.029 -85.311 10.356 
11.746 42.195 0.793 0.931 19.049 18.125 -15.637 0.617 
11.615 42.196 0.695 0.93 20.639 20.61 -59.391 11.552 
11.811 42.196 0.842 0.932 21.464 21.064 -50.46 13.101 
11.686 42.197 0.748 0.932 22.694 22.236 -41.89 18.033 
11.604 42.198 0.687 0.932 21.953 22.122 -153.799 40.292 
11.764 42.199 0.806 0.934 21.35 21.26 -138.751 8.788 
11.614 42.2 0.695 0.934 20.041 19.699 4.636 2.891 
11.726 42.202 0.778 0.938 20.832 20.72 -74.315 -299800.0 
11.807 42.203 0.839 0.939 21.805 21.567 -46.622 8.15 
11.584 42.204 0.671 0.939 21.205 21.274 -152.572 -299800.0 
11.614 42.205 0.694 0.939 19.664 19.314 -10.339 3.483 
11.6 42.205 0.684 0.94 21.216 20.898 -97.171 20.114 
11.699 42.206 0.757 0.941 22.763 22.494 -30.695 8.771 
11.604 42.206 0.687 0.941 20.313 20.538 -131.568 23.71 
11.62 42.209 0.698 0.943 20.387 20.451 -91.787 -299800.0 
11.58 42.209 0.669 0.943 22.288 20.922 -70.964 8.258 
11.654 42.21 0.724 0.945 22.016 21.324 -51.46 6.525 
11.595 42.21 0.68 0.944 19.268 18.918 -16.546 1.787 
11.645 42.21 0.717 0.945 19.589 19.706 -16.332 14.304 
11.736 42.21 0.785 0.946 20.914 21.029 -65.425 11.428 
11.742 42.211 0.79 0.947 22.63 22.596 -1.878 28.426 
11.726 42.22 0.778 0.955 22.196 21.103 -16.947 20.208 
11.653 42.221 0.723 0.956 22.788 22.394 -26.603 25.437 
11.644 42.229 0.716 0.964 22.005 21.883 -13.97 26.039 
11.59 42.24 0.676 0.974 22.048 20.785 -171.563 20.784 
11.642 42.24 0.715 0.975 21.567 20.793 -38.167 5.409 
11.6 42.243 0.683 0.977 21.88 21.43 -66.272 15.235 
11.597 42.243 0.681 0.977 18.785 18.297 -50.03 1.28 
11.636 42.231 0.71 0.966 20.721 20.782 -8.668 30.689 
11.884 42.091 0.896 0.828 22.656 21.38 -145.799 7.99 
11.872 42.095 0.887 0.832 22.428 21.775 -161.197 10.196 
11.837 42.096 0.861 0.832 21.683 21.372 -197.69 18.443 
11.809 42.1 0.841 0.837 21.147 20.13 -115.142 4.422 
11.835 42.101 0.86 0.838 22.509 21.959 -221.455 11.291 
11.812 42.106 0.843 0.842 22.473 21.385 -95.949 11.795 
11.902 42.111 0.91 0.849 22.843 21.65 -148.657 14.732 
11.662 42.116 0.731 0.851 21.152 20.078 -21.734 5.801 
11.787 42.117 0.824 0.853 20.844 19.962 -134.019 -299800.0 
11.683 42.118 0.746 0.853 21.671 21.429 7.756 20.724 
11.68 42.118 0.744 0.853 20.238 19.336 -5.092 7.062 
11.701 42.123 0.759 0.858 21.964 21.233 58.255 4.777 
11.702 42.123 0.761 0.858 21.3 20.556 -41.609 7.884 
11.698 42.124 0.757 0.859 22.017 21.811 -239.25 13.948 
11.771 42.125 0.812 0.861 22.877 22.573 17.787 10.595 
11.877 42.126 0.891 0.863 22.186 21.43 -150.114 -299800.0 
11.888 42.127 0.899 0.864 21.748 20.869 -110.485 7.441 
11.698 42.128 0.757 0.863 21.738 21.132 -40.985 8.196 
11.684 42.128 0.747 0.864 21.925 21.984 -185.178 19.991 
11.671 42.13 0.737 0.865 22.588 22.508 -42.656 3.823 
11.769 42.13 0.81 0.866 22.487 22.514 -37.172 14.81 
11.868 42.131 0.885 0.868 21.761 21.587 -351.874 -299800.0 
11.888 42.138 0.899 0.875 22.44 22.375 -99.87 25.161 
11.78 42.138 0.819 0.874 21.008 21.085 -69.202 -299800.0 
11.864 42.139 0.881 0.876 22.008 20.52 -91.3 3.029 
11.662 42.142 0.73 0.877 22.561 21.626 -52.107 8.729 
11.612 42.143 0.693 0.878 20.879 20.531 -24.162 12.815 
11.611 42.143 0.693 0.878 21.164 19.435 -64.625 8.545 
11.826 42.144 0.853 0.881 22.588 22.127 -105.74 32.073 
11.714 42.145 0.769 0.88 20.366 20.16 -58.008 17.618 
11.643 42.145 0.716 0.88 20.25 20.076 -44.844 45.534 
11.744 42.146 0.791 0.881 22.941 21.414 -66.932 18.458 
11.691 42.146 0.752 0.881 21.65 21.649 -96.291 15.993 
11.834 42.147 0.859 0.884 20.399 20.467 -159.607 9.437 
11.633 42.149 0.708 0.884 22.359 21.235 -50.083 8.926 
11.735 42.15 0.785 0.885 21.527 21.323 -48.53 -299800.0 
11.729 42.151 0.78 0.886 21.539 21.152 -64.364 -299800.0 
11.731 42.151 0.782 0.887 20.43 20.128 -3.553 11.061 
11.747 42.153 0.794 0.888 22.61 22.446 -138.399 14.891 
11.619 42.154 0.698 0.889 21.059 19.748 -32.272 2.545 
11.804 42.155 0.836 0.891 21.924 20.996 -84.172 20.116 
11.908 42.157 0.914 0.894 20.777 19.732 -344.262 7.72 
11.612 42.157 0.693 0.891 21.787 20.732 8.576 11.037 
11.85 42.157 0.871 0.894 22.61 22.597 -204.946 18.008 
11.669 42.159 0.735 0.894 20.179 19.585 -10.078 2.635 
11.871 42.159 0.886 0.896 22.343 22.34 -84.703 15.311 
11.739 42.16 0.787 0.895 22.423 22.282 -925.525 8.087 
11.624 42.16 0.702 0.895 20.975 20.716 -31.59 8.334 
11.841 42.16 0.864 0.897 24.471 22.905 -142.079 46.119 
11.84 42.161 0.863 0.897 22.617 21.712 -97.615 12.299 
11.649 42.161 0.72 0.896 20.935 20.929 -110.354 -299800.0 
11.755 42.162 0.8 0.898 22.254 20.886 -53.669 14.031 
11.656 42.164 0.726 0.899 19.241 18.316 -29.256 0.659 
11.646 42.164 0.719 0.899 21.782 20.717 -25.721 7.249 
11.686 42.164 0.749 0.9 19.31 18.772 -26.351 1.17 
11.849 42.165 0.87 0.901 22.396 21.108 -70.128 7.909 
11.602 42.165 0.685 0.899 21.632 20.725 -24.289 5.506 
11.817 42.166 0.846 0.902 22.555 21.25 -60.15 -299800.0 
11.69 42.166 0.751 0.901 21.479 21.293 -108.907 12.063 
11.765 42.167 0.807 0.903 21.288 20.627 -51.341 4.572 
11.699 42.167 0.758 0.902 22.433 22.4 -144.059 13.969 
11.616 42.168 0.696 0.903 21.61 21.575 -125.389 19.741 
11.636 42.169 0.711 0.904 20.695 19.476 -25.599 1.707 
11.797 42.17 0.831 0.906 20.003 19.513 -86.479 6.698 
11.654 42.171 0.724 0.906 21.536 21.072 -74.716 5.026 
11.771 42.172 0.812 0.908 21.628 21.316 -73.067 -299800.0 
11.585 42.174 0.673 0.908 21.748 20.246 -5.496 8.43 
11.585 42.174 0.672 0.908 21.748 20.246 -17.754 9.602 
11.707 42.175 0.764 0.911 20.723 20.754 -81.988 37.088 
11.657 42.177 0.727 0.912 20.1 19.228 -36.545 1.637 
11.583 42.183 0.671 0.917 21.331 21.345 -22.793 18.212 
11.616 42.184 0.695 0.919 20.881 20.234 -39.025 7.394 
11.702 42.186 0.76 0.921 21.771 20.873 -37.53 6.253 
11.634 42.186 0.709 0.921 20.249 20.402 12.999 17.366 
